Temps simulation; 40h;;;;;; 80h;;;;;; 160h;;;;;; 240h;;;;;;
Variable; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus;TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus;
Simulation n°581;0.854; 0.897; 0.105; 0.018; 0.32;42; 1.721; 2.475; 1.084; 0.366; 0.641;115; 3.003; 4.017; 0.989; 0.365; 0.776;214; 5.399; 7.716; 7.353; 3.37; 0.946;343; 
Simulation n°582;2.283; 3.14; 1.183; 0.473; 0.805;55; 2.337; 3.213; 1.176; 0.441; 0.712;110; 1.625; 2.194; 6.076; 2.62; 0.856;216; 1.828; 2.385; 1.693; 0.578; 0.686;313; 
Simulation n°583;3.256; 5.29; 0.438; 0.142; 0.68;65; 1.171; 1.537; 3.582; 1.477; 0.808;105; 3.581; 4.924; 3.525; 1.454; 0.795;220; 1.498; 1.998; 2.221; 0.851; 0.815;320; 
Simulation n°584;2.332; 3.731; 1.507; 0.64; 0.845;64; 0.649; 0.803; 0.553; 0.166; 0.615;99; 6.487; 9.366; 2.075; 0.856; 0.808;231; 1.921; 2.617; 3.066; 1.316; 0.882;327; 
Simulation n°585;1.872; 2.481; 0.148; 0.03; 0.38;53; 3.757; 5.26; 1.007; 0.403; 0.697;112; 2.132; 2.971; 2.747; 1.133; 0.847;223; 3.405; 4.582; 9.1; 4.133; 0.926;323; 
Simulation n°586;0.641; 0.737; 0.755; 0.245; 0.708;46; 1.86; 2.278; 0.847; 0.265; 0.589;98; 1.599; 2.099; 2.548; 1.131; 0.875;210; 2.355; 3.453; 2.173; 0.797; 0.709;352; 
Simulation n°587;1.829; 2.743; 0.213; 0.059; 0.566;60; 1.039; 1.273; 0.916; 0.321; 0.67;98; 0.82; 0.963; 1.204; 0.437; 0.749;188; 1.551; 2.003; 1.538; 0.494; 0.674;310; 
Simulation n°588;0.943; 1.392; 0.883; 0.375; 0.784;59; 2.563; 3.941; 3.85; 2.069; 0.966;123; 1.336; 1.746; 1.917; 0.803; 0.835;209; 1.405; 1.797; 1.201; 0.456; 0.779;307; 
Simulation n°589;0.635; 0.683; 0.756; 0.246; 0.538;43; 0.924; 1.016; 1.228; 0.414; 0.602;88; 1.748; 2.436; 3.535; 1.348; 0.794;223; 4.196; 6.031; 2.497; 1.103; 0.876;345; 
Simulation n°590;0.642; 0.786; 1.625; 0.569; 0.667;49; 2.217; 3.021; 1.759; 0.66; 0.782;109; 2.286; 3.172; 1.596; 0.539; 0.664;222; 3.029; 4.266; 1.652; 0.627; 0.775;338; 
Simulation n°591;1.658; 2.156; 0.572; 0.257; 0.783;52; 0.85; 1.094; 1.386; 0.52; 0.766;103; 2.669; 3.637; 6.833; 2.947; 0.881;218; 1.955; 2.663; 2.188; 0.921; 0.831;327; 
Simulation n°592;1.237; 1.33; 3.078; 1.231; 0.673;43; 1.177; 1.442; 1.354; 0.406; 0.592;98; 3.166; 4.374; 1.886; 0.696; 0.745;221; 2.83; 3.856; 3.006; 1.29; 0.874;327; 
Simulation n°593;3.914; 5.577; 0.187; 0.056; 0.639;57; 1.015; 1.358; 2.437; 1.066; 0.9;107; 2.393; 3.275; 6.247; 2.928; 0.955;219; 2.511; 3.223; 3.743; 1.528; 0.791;308; 
Simulation n°594;0.405; 0.486; 0.557; 0.209; 0.665;48; 1.487; 1.802; 0.806; 0.262; 0.667;97; 4.593; 6.889; 1.648; 0.649; 0.816;240; 1.607; 1.949; 1.349; 0.416; 0.621;291; 
Simulation n°595;2.413; 3.5; 1.593; 0.677; 0.869;58; 2.735; 3.384; 0.483; 0.139; 0.59;99; 1.147; 1.384; 0.934; 0.268; 0.623;193; 1.553; 2.103; 4.282; 1.802; 0.865;325; 
Simulation n°596;2.992; 4.188; 0.97; 0.34; 0.725;56; 2.075; 3.061; 0.737; 0.304; 0.805;118; 1.486; 1.839; 1.666; 0.541; 0.673;198; 3.056; 4.062; 2.347; 0.929; 0.815;319; 
Simulation n°597;0.414; 0.445; 0.0; 0.0; 0.348;43; 2.116; 2.698; 1.932; 0.821; 0.757;102; 0.871; 1.072; 3.553; 1.488; 0.836;197; 2.122; 2.821; 3.481; 1.378; 0.803;319; 
Simulation n°598;0.645; 0.758; 2.949; 0.959; 0.637;47; 2.283; 3.111; 5.286; 2.775; 0.872;109; 1.178; 1.414; 1.11; 0.444; 0.809;192; 1.768; 2.188; 2.012; 0.813; 0.779;297; 
Simulation n°599;1.491; 2.049; 0.674; 0.219; 0.647;55; 3.39; 4.322; 3.627; 1.451; 0.811;102; 3.075; 3.959; 4.007; 1.603; 0.84;206; 1.521; 2.009; 3.806; 1.634; 0.847;317; 
Simulation n°600;0.996; 1.22; 0.486; 0.182; 0.668;49; 0.66; 0.85; 1.228; 0.384; 0.617;103; 1.372; 1.655; 1.953; 0.745; 0.748;193; 1.843; 2.519; 8.798; 3.776; 0.905;328; 
Simulation n°601;2.477; 3.53; 1.139; 0.541; 0.866;57; 1.242; 1.6; 1.117; 0.321; 0.63;103; 3.076; 4.364; 1.75; 0.7; 0.778;227; 1.175; 1.454; 1.485; 0.514; 0.724;297; 
Simulation n°602;2.369; 3.613; 0.935; 0.304; 0.626;61; 1.073; 1.448; 2.163; 0.946; 0.792;108; 3.627; 5.282; 2.737; 1.095; 0.775;233; 1.485; 1.875; 4.526; 1.66; 0.739;303; 
Simulation n°603;0.658; 0.823; 0.153; 0.038; 0.543;50; 1.397; 1.624; 0.682; 0.239; 0.686;93; 1.437; 1.832; 2.93; 1.154; 0.786;204; 0.806; 0.91; 1.429; 0.458; 0.673;271; 
Simulation n°604;0.907; 1.157; 0.507; 0.165; 0.625;51; 0.715; 0.858; 1.591; 0.676; 0.832;96; 1.587; 2.083; 2.011; 0.804; 0.834;210; 3.29; 4.318; 2.239; 0.914; 0.784;315; 
Simulation n°605;1.15; 1.696; 2.938; 1.616; 0.873;59; 0.672; 0.756; 0.788; 0.266; 0.696;90; 1.016; 1.289; 1.672; 0.575; 0.714;203; 1.594; 2.052; 2.552; 0.968; 0.787;309; 
Simulation n°606;0.59; 0.663; 1.38; 0.483; 0.685;45; 0.817; 0.838; 0.655; 0.164; 0.509;82; 1.781; 2.282; 1.012; 0.398; 0.808;205; 3.92; 5.472; 2.626; 0.908; 0.7;335; 
Simulation n°607;0.725; 0.907; 0.905; 0.362; 0.813;50; 2.161; 3.187; 1.434; 0.61; 0.792;118; 2.69; 3.581; 4.876; 2.194; 0.857;213; 2.147; 2.898; 3.488; 1.41; 0.816;324; 
Simulation n°608;1.027; 1.31; 4.782; 2.272; 0.896;51; 1.158; 1.577; 2.006; 0.752; 0.682;109; 2.64; 3.316; 2.845; 1.245; 0.901;201; 5.642; 7.664; 1.701; 0.603; 0.715;326; 
Simulation n°609;2.373; 3.619; 3.143; 1.493; 0.87;61; 4.027; 5.789; 3.984; 1.743; 0.856;115; 3.168; 4.336; 1.328; 0.465; 0.688;219; 3.173; 4.257; 6.893; 2.958; 0.866;322; 
Simulation n°610;3.139; 4.551; 3.385; 2.031; 0.914;58; 4.868; 6.876; 3.594; 1.752; 0.812;113; 4.698; 6.343; 2.646; 0.942; 0.672;216; 3.724; 5.306; 3.024; 1.323; 0.889;342; 
Simulation n°611;0.531; 0.624; 0.232; 0.081; 0.647;47; 0.657; 0.854; 1.099; 0.385; 0.73;104; 1.644; 2.251; 1.31; 0.442; 0.669;219; 0.998; 1.186; 3.453; 1.352; 0.785;285; 
Simulation n°612;1.328; 1.66; 0.715; 0.214; 0.608;50; 1.248; 1.716; 0.552; 0.186; 0.624;110; 3.294; 4.487; 2.195; 0.878; 0.745;218; 1.451; 1.976; 2.116; 0.749; 0.729;327; 
Simulation n°613;0.882; 1.322; 2.488; 1.182; 0.719;60; 2.064; 2.915; 0.268; 0.08; 0.604;113; 1.816; 2.372; 5.491; 2.505; 0.932;209; 1.626; 2.161; 3.742; 1.544; 0.807;319; 
Simulation n°614;1.983; 2.974; 1.223; 0.52; 0.684;60; 1.517; 2.011; 0.734; 0.184; 0.534;106; 1.192; 1.549; 0.937; 0.328; 0.706;208; 1.96; 2.63; 1.532; 0.594; 0.788;322; 
Simulation n°615;0.992; 1.19; 3.716; 1.486; 0.746;48; 1.42; 2.006; 1.868; 0.724; 0.781;113; 1.488; 1.99; 5.231; 2.256; 0.854;214; 1.308; 1.69; 4.592; 1.971; 0.871;310; 
Simulation n°616;3.605; 4.777; 0.674; 0.236; 0.727;53; 2.583; 3.713; 0.913; 0.365; 0.781;115; 3.783; 5.887; 5.765; 2.774; 0.975;249; 2.577; 3.254; 0.72; 0.207; 0.582;303; 
Simulation n°617;3.382; 5.411; 0.966; 0.411; 0.717;64; 0.919; 1.172; 2.788; 1.29; 0.856;102; 1.891; 2.577; 1.387; 0.546; 0.793;218; 0.871; 1.071; 2.288; 0.906; 0.802;295; 
Simulation n°618;0.466; 0.524; 1.801; 0.72; 0.825;45; 1.032; 1.38; 2.295; 0.889; 0.764;107; 2.126; 2.923; 1.549; 0.552; 0.715;220; 3.742; 5.286; 7.973; 3.588; 0.912;339; 
Simulation n°619;0.512; 0.601; 0.364; 0.109; 0.589;47; 0.395; 0.449; 2.077; 0.701; 0.646;91; 1.624; 2.141; 0.699; 0.223; 0.648;211; 1.666; 2.173; 5.047; 2.334; 0.932;313; 
Simulation n°620;2.377; 3.388; 0.272; 0.082; 0.594;57; 0.931; 1.024; 0.511; 0.153; 0.546;88; 3.554; 4.665; 3.418; 1.175; 0.702;210; 1.775; 2.286; 2.413; 0.965; 0.825;309; 
Simulation n°621;0.517; 0.608; 0.794; 0.179; 0.472;47; 2.397; 3.445; 3.247; 1.34; 0.819;115; 4.341; 6.322; 4.79; 2.215; 0.873;233; 1.705; 2.124; 2.153; 0.655; 0.656;299; 
Simulation n°622;2.431; 4.376; 1.676; 0.754; 0.686;72; 2.215; 3.24; 4.921; 2.46; 0.891;117; 1.562; 2.148; 5.414; 2.369; 0.932;220; 1.356; 1.762; 4.238; 1.66; 0.762;312; 
Simulation n°623;1.048; 1.468; 0.806; 0.363; 0.783;56; 2.938; 3.635; 0.453; 0.119; 0.515;99; 1.511; 2.087; 3.862; 1.497; 0.823;221; 3.467; 4.449; 2.356; 0.766; 0.672;308; 
Simulation n°624;0.237; 0.207; 0.025; 0.006; 0.445;35; 2.042; 2.833; 0.466; 0.175; 0.697;111; 1.051; 1.452; 1.991; 0.809; 0.841;221; 3.003; 4.317; 1.277; 0.489; 0.754;345; 
Simulation n°625;2.705; 4.395; 2.362; 1.004; 0.836;65; 0.814; 1.007; 0.307; 0.1; 0.638;99; 1.575; 1.998; 3.38; 1.331; 0.779;203; 2.256; 3.262; 4.708; 1.942; 0.81;347; 
Simulation n°626;2.082; 3.124; 1.986; 0.745; 0.656;60; 2.61; 3.948; 1.928; 0.844; 0.77;121; 1.192; 1.446; 2.367; 0.917; 0.78;194; 3.445; 4.938; 3.24; 1.377; 0.868;344; 
Simulation n°627;1.209; 1.602; 0.321; 0.08; 0.471;53; 2.7; 3.51; 1.004; 0.339; 0.685;104; 1.916; 2.539; 1.2; 0.397; 0.707;212; 5.066; 7.135; 4.185; 1.796; 0.864;338; 
Simulation n°628;2.339; 3.45; 2.984; 1.641; 0.941;59; 1.521; 1.863; 1.328; 0.515; 0.788;98; 3.621; 4.617; 3.151; 1.261; 0.838;204; 1.073; 1.319; 0.761; 0.266; 0.701;295; 
Simulation n°629;3.2; 4.96; 0.791; 0.277; 0.595;62; 1.685; 2.211; 1.236; 0.448; 0.697;105; 5.909; 9.012; 2.636; 1.038; 0.801;244; 2.099; 2.72; 1.426; 0.505; 0.687;311; 
Simulation n°630;2.041; 2.449; 1.52; 0.684; 0.798;48; 0.74; 0.869; 1.085; 0.434; 0.787;94; 4.317; 5.774; 8.636; 4.048; 0.945;214; 3.281; 4.457; 1.87; 0.756; 0.823;326; 
Simulation n°631;1.518; 2.164; 0.264; 0.079; 0.588;57; 0.652; 0.847; 0.826; 0.31; 0.699;104; 2.644; 3.354; 1.315; 0.502; 0.761;203; 2.673; 3.742; 2.058; 0.875; 0.814;336; 
Simulation n°632;1.227; 1.595; 0.821; 0.308; 0.703;52; 1.492; 1.959; 0.74; 0.222; 0.645;105; 3.551; 5.082; 2.137; 0.975; 0.888;229; 1.242; 1.532; 3.564; 1.411; 0.869;296; 
Simulation n°633;1.219; 1.585; 1.723; 0.603; 0.672;52; 2.326; 3.402; 1.985; 0.918; 0.884;117; 1.38; 1.828; 1.786; 0.681; 0.718;212; 3.48; 4.9; 3.199; 1.226; 0.783;338; 
Simulation n°634;0.726; 0.908; 0.644; 0.209; 0.681;50; 1.064; 1.49; 1.457; 0.492; 0.62;112; 1.501; 1.857; 1.488; 0.512; 0.7;198; 1.91; 2.483; 2.636; 1.065; 0.838;312; 
Simulation n°635;0.577; 0.663; 0.649; 0.211; 0.631;46; 0.755; 0.869; 1.586; 0.516; 0.651;92; 1.417; 1.807; 6.067; 2.692; 0.877;204; 1.25; 1.453; 0.772; 0.235; 0.607;279; 
Simulation n°636;1.425; 1.817; 3.225; 1.209; 0.793;51; 3.988; 5.383; 1.389; 0.538; 0.736;108; 1.662; 2.098; 1.097; 0.37; 0.693;202; 5.826; 8.788; 6.981; 3.345; 0.965;362; 
Simulation n°637;1.145; 1.431; 0.969; 0.412; 0.661;50; 2.698; 3.744; 1.608; 0.583; 0.691;111; 2.194; 2.605; 0.535; 0.167; 0.627;190; 2.715; 3.755; 3.244; 1.243; 0.793;332; 
Simulation n°638;3.956; 5.44; 1.377; 0.551; 0.8;55; 1.015; 1.269; 1.503; 0.545; 0.764;100; 3.066; 4.063; 3.012; 1.186; 0.792;212; 2.029; 2.765; 1.541; 0.597; 0.786;327; 
Simulation n°639;0.638; 0.797; 2.112; 1.003; 0.755;50; 1.566; 1.977; 3.935; 1.525; 0.68;101; 0.756; 0.879; 3.769; 1.437; 0.796;186; 2.808; 4.13; 2.168; 0.994; 0.903;353; 
Simulation n°640;0.96; 1.368; 1.399; 0.699; 0.771;57; 2.554; 3.767; 6.753; 3.546; 0.961;118; 2.757; 3.774; 6.867; 3.047; 0.945;219; 0.998; 1.189; 1.766; 0.699; 0.813;286; 
Simulation n°641;0.728; 0.855; 0.71; 0.177; 0.495;47; 1.321; 1.634; 0.535; 0.174; 0.575;99; 2.123; 2.906; 3.342; 1.274; 0.795;219; 2.742; 3.805; 2.428; 1.012; 0.854;333; 
Simulation n°642;2.068; 3.464; 0.792; 0.317; 0.713;67; 0.953; 1.12; 0.595; 0.223; 0.726;94; 3.992; 5.714; 3.598; 1.551; 0.826;229; 1.581; 2.22; 8.679; 3.725; 0.855;337; 
Simulation n°643;1.157; 1.735; 1.01; 0.404; 0.743;60; 4.707; 6.237; 0.752; 0.263; 0.716;106; 1.637; 2.241; 1.521; 0.589; 0.76;219; 1.444; 1.907; 2.899; 1.063; 0.758;317; 
Simulation n°644;1.709; 2.393; 1.78; 0.845; 0.849;56; 0.62; 0.767; 2.345; 0.997; 0.85;99; 1.36; 1.751; 1.285; 0.321; 0.507;206; 1.156; 1.421; 0.829; 0.276; 0.686;295; 
Simulation n°645;3.027; 4.692; 1.386; 0.693; 0.809;62; 1.326; 1.757; 1.24; 0.419; 0.674;106; 1.393; 1.785; 4.525; 1.98; 0.876;205; 1.367; 1.744; 2.306; 0.951; 0.796;306; 
Simulation n°646;1.079; 1.429; 0.198; 0.064; 0.644;53; 0.663; 0.754; 0.334; 0.092; 0.574;91; 1.112; 1.362; 1.124; 0.337; 0.566;196; 2.334; 3.015; 7.679; 3.424; 0.878;310; 
Simulation n°647;2.195; 2.634; 2.581; 0.839; 0.682;48; 2.392; 3.079; 1.078; 0.458; 0.771;103; 2.265; 2.902; 1.507; 0.575; 0.768;205; 4.754; 6.458; 1.98; 0.759; 0.754;326; 
Simulation n°648;0.953; 1.167; 0.678; 0.187; 0.582;49; 1.404; 1.456; 0.767; 0.259; 0.682;83; 1.883; 2.553; 3.019; 1.038; 0.687;217; 3.003; 4.292; 2.372; 1.028; 0.873;343; 
Simulation n°649;2.195; 3.018; 0.572; 0.186; 0.64;55; 2.773; 3.848; 1.396; 0.541; 0.777;111; 6.272; 9.29; 2.281; 0.941; 0.801;237; 1.69; 1.972; 0.907; 0.325; 0.708;280; 
Simulation n°650;2.397; 3.656; 0.367; 0.083; 0.469;61; 0.783; 0.94; 1.896; 0.782; 0.831;96; 3.733; 5.25; 2.764; 1.054; 0.691;225; 1.486; 1.877; 1.856; 0.642; 0.702;303; 
Simulation n°651;1.867; 3.174; 2.617; 1.309; 0.937;68; 2.915; 4.008; 0.933; 0.338; 0.652;110; 3.079; 4.156; 2.143; 0.924; 0.861;216; 3.089; 4.286; 3.038; 1.241; 0.816;333; 
Simulation n°652;1.141; 1.455; 1.66; 0.872; 0.785;51; 0.865; 1.103; 5.441; 2.108; 0.771;102; 2.026; 2.659; 6.655; 2.745; 0.863;210; 1.094; 1.408; 2.976; 1.24; 0.826;309; 
Simulation n°653;1.53; 2.486; 0.594; 0.238; 0.722;65; 4.407; 5.729; 0.095; 0.022; 0.476;104; 0.824; 0.978; 1.426; 0.526; 0.763;190; 3.595; 5.183; 1.568; 0.64; 0.797;346; 
Simulation n°654;6.968; 11.845; 0.973; 0.316; 0.681;68; 4.347; 7.173; 8.376; 5.026; 0.909;132; 3.948; 5.576; 3.954; 1.73; 0.817;226; 2.79; 3.814; 4.143; 1.657; 0.804;328; 
Simulation n°655;2.075; 3.216; 3.319; 1.493; 0.839;62; 0.96; 1.248; 1.372; 0.463; 0.595;104; 0.878; 1.037; 1.493; 0.476; 0.677;189; 1.545; 1.957; 1.927; 0.674; 0.74;304; 
Simulation n°656;0.423; 0.529; 1.005; 0.302; 0.607;50; 1.16; 1.479; 1.192; 0.402; 0.68;102; 2.857; 4.143; 10.306; 4.766; 0.929;232; 2.869; 3.909; 1.83; 0.77; 0.88;327; 
Simulation n°657;4.355; 6.751; 2.817; 1.338; 0.767;62; 1.163; 1.497; 1.599; 0.58; 0.753;103; 1.803; 2.524; 1.041; 0.377; 0.737;224; 2.444; 3.258; 8.149; 3.565; 0.908;320; 
Simulation n°658;0.636; 0.7; 0.815; 0.265; 0.649;44; 2.021; 3.081; 1.898; 0.854; 0.846;122; 2.507; 3.557; 1.598; 0.589; 0.732;227; 3.945; 5.851; 4.854; 2.164; 0.89;356; 
Simulation n°659;1.258; 1.856; 1.676; 0.67; 0.798;59; 1.4; 1.82; 4.736; 2.368; 0.92;104; 0.985; 1.225; 2.255; 0.775; 0.682;199; 1.669; 2.134; 2.113; 0.775; 0.756;307; 
Simulation n°660;1.511; 2.077; 1.907; 0.858; 0.753;55; 0.433; 0.466; 1.386; 0.502; 0.756;86; 1.252; 1.62; 0.634; 0.206; 0.66;207; 1.862; 2.366; 1.727; 0.684; 0.776;305; 
Simulation n°661;0.756; 0.907; 0.175; 0.053; 0.627;48; 0.794; 1.062; 2.081; 0.702; 0.641;107; 0.925; 1.07; 2.374; 0.905; 0.804;185; 1.792; 2.352; 3.907; 1.677; 0.885;315; 
Simulation n°662;1.053; 1.158; 1.506; 0.602; 0.754;44; 3.141; 4.79; 3.127; 1.407; 0.9;122; 4.196; 5.691; 2.672; 0.952; 0.712;217; 4.099; 5.431; 1.974; 0.79; 0.808;318; 
Simulation n°663;0.618; 0.618; 1.265; 0.475; 0.719;40; 1.813; 2.674; 2.246; 1.011; 0.832;118; 2.507; 3.573; 0.845; 0.296; 0.67;228; 3.273; 4.391; 1.966; 0.729; 0.737;322; 
Simulation n°664;2.303; 3.57; 1.584; 0.594; 0.702;62; 1.389; 1.754; 2.705; 1.082; 0.658;101; 0.961; 1.159; 1.307; 0.474; 0.724;193; 4.335; 6.015; 2.072; 0.777; 0.789;333; 
Simulation n°665;0.863; 1.101; 1.405; 0.597; 0.766;51; 2.496; 3.588; 6.623; 3.394; 0.857;115; 1.196; 1.525; 0.829; 0.332; 0.787;204; 4.286; 5.678; 1.569; 0.588; 0.754;318; 
Simulation n°666;0.994; 1.192; 3.861; 1.738; 0.897;48; 2.738; 4.005; 4.512; 2.143; 0.883;117; 1.129; 1.68; 0.945; 0.343; 0.696;238; 2.764; 3.927; 6.602; 2.613; 0.833;341; 
Simulation n°667;1.161; 1.799; 1.211; 0.606; 0.889;62; 0.584; 0.636; 1.443; 0.487; 0.679;87; 1.16; 1.451; 2.044; 0.843; 0.82;200; 2.182; 2.809; 3.166; 1.2; 0.75;309; 
Simulation n°668;0.321; 0.337; 0.197; 0.049; 0.49;42; 1.524; 1.962; 3.245; 1.257; 0.734;103; 0.928; 1.003; 0.929; 0.319; 0.698;173; 1.236; 1.648; 15.944; 7.44; 0.992;320; 
Simulation n°669;2.024; 2.985; 4.234; 2.011; 0.964;59; 0.917; 1.146; 1.195; 0.448; 0.719;100; 0.897; 1.133; 3.362; 1.324; 0.75;202; 1.952; 2.684; 2.885; 1.202; 0.847;330; 
Simulation n°670;1.115; 1.422; 1.264; 0.505; 0.652;51; 1.883; 2.518; 0.401; 0.115; 0.616;107; 1.945; 2.724; 2.699; 1.113; 0.858;224; 8.912; 13.146; 11.672; 5.641; 0.916;354; 
Simulation n°671;2.079; 2.807; 1.299; 0.65; 0.821;54; 0.979; 1.224; 3.881; 1.601; 0.773;100; 2.016; 2.721; 2.007; 0.79; 0.782;216; 3.331; 4.733; 2.198; 0.87; 0.789;341; 
Simulation n°672;1.521; 1.863; 0.785; 0.255; 0.686;49; 1.505; 1.919; 1.996; 0.749; 0.707;102; 1.477; 1.938; 5.242; 2.261; 0.768;210; 1.566; 1.905; 1.662; 0.533; 0.667;292; 
Simulation n°673;2.355; 3.827; 1.458; 0.656; 0.918;65; 0.845; 0.887; 0.976; 0.244; 0.464;84; 4.036; 5.726; 1.442; 0.622; 0.859;227; 2.999; 4.198; 1.247; 0.504; 0.807;336; 
Simulation n°674;1.5; 1.763; 1.477; 0.517; 0.582;47; 1.62; 2.309; 2.861; 1.145; 0.8;114; 2.203; 2.975; 0.752; 0.259; 0.72;216; 1.536; 1.965; 3.59; 1.481; 0.827;307; 
Simulation n°675;1.885; 2.168; 1.502; 0.45; 0.647;46; 1.654; 2.13; 0.936; 0.339; 0.747;103; 3.612; 5.508; 4.667; 2.217; 0.956;244; 2.899; 4.18; 2.297; 0.861; 0.754;346; 
Simulation n°676;0.861; 1.055; 0.0; 0.0; 0.483;49; 1.648; 2.163; 2.006; 0.903; 0.909;105; 1.167; 1.444; 5.534; 2.421; 0.832;198; 1.593; 2.057; 2.071; 0.725; 0.719;310; 
Simulation n°677;1.6; 2.08; 1.607; 0.723; 0.78;52; 2.971; 4.271; 1.119; 0.42; 0.709;115; 1.984; 2.505; 0.709; 0.23; 0.659;202; 3.775; 4.75; 3.151; 1.247; 0.786;302; 
Simulation n°678;0.638; 0.765; 0.545; 0.136; 0.496;48; 1.319; 1.796; 1.575; 0.61; 0.739;109; 0.929; 1.115; 7.98; 3.342; 0.871;192; 2.257; 3.188; 4.587; 1.777; 0.805;339; 
Simulation n°679;1.583; 2.374; 1.253; 0.532; 0.639;60; 1.629; 2.138; 0.852; 0.319; 0.751;105; 1.348; 1.752; 2.959; 1.202; 0.73;208; 1.603; 2.063; 2.667; 1.078; 0.848;309; 
Simulation n°680;0.37; 0.397; 0.328; 0.115; 0.689;43; 1.377; 2.048; 2.156; 0.997; 0.894;119; 1.232; 1.648; 0.87; 0.31; 0.743;214; 2.23; 2.88; 0.805; 0.272; 0.695;310; 
Simulation n°681;1.721; 2.624; 2.058; 0.772; 0.739;61; 3.933; 4.818; 1.943; 0.753; 0.798;98; 1.397; 1.72; 0.722; 0.257; 0.734;197; 3.197; 4.569; 11.4; 5.605; 0.956;343; 
Simulation n°682;3.191; 4.786; 0.904; 0.362; 0.81;60; 6.13; 9.119; 4.814; 2.528; 0.942;119; 1.159; 1.369; 2.986; 1.213; 0.791;189; 1.52; 2.04; 1.619; 0.607; 0.782;322; 
Simulation n°683;1.002; 1.352; 0.383; 0.134; 0.639;54; 1.422; 1.582; 2.392; 0.867; 0.715;89; 1.103; 1.331; 1.492; 0.466; 0.658;193; 2.748; 3.675; 1.491; 0.509; 0.687;321; 
Simulation n°684;0.406; 0.487; 0.281; 0.084; 0.558;48; 4.409; 6.228; 1.182; 0.428; 0.702;113; 2.401; 2.941; 2.378; 0.937; 0.807;196; 5.118; 7.038; 9.934; 4.925; 0.98;330; 
Simulation n°685;1.809; 2.759; 1.013; 0.329; 0.639;61; 0.461; 0.53; 0.699; 0.21; 0.594;92; 3.088; 4.342; 1.498; 0.599; 0.802;225; 1.377; 1.779; 1.278; 0.452; 0.728;310; 
Simulation n°686;0.288; 0.309; 0.738; 0.203; 0.516;43; 1.568; 2.156; 2.887; 1.335; 0.936;110; 3.458; 4.712; 2.54; 0.937; 0.724;218; 2.35; 3.182; 2.552; 1.0; 0.815;325; 
Simulation n°687;1.947; 2.482; 2.834; 0.992; 0.666;51; 6.026; 9.567; 1.281; 0.529; 0.836;127; 4.317; 6.583; 2.412; 0.859; 0.707;244; 2.841; 3.812; 11.242; 4.778; 0.869;322; 
Simulation n°688;0.713; 0.802; 2.029; 0.913; 0.833;45; 1.474; 1.714; 2.797; 0.909; 0.684;93; 1.378; 1.861; 2.765; 1.158; 0.847;216; 2.239; 2.976; 3.526; 1.396; 0.801;319; 
Simulation n°689;0.842; 1.158; 2.33; 0.874; 0.774;55; 1.169; 1.446; 0.092; 0.023; 0.503;99; 1.774; 2.196; 1.423; 0.445; 0.629;198; 2.324; 3.312; 1.454; 0.497; 0.707;342; 
Simulation n°690;0.736; 0.919; 1.022; 0.358; 0.549;50; 2.042; 2.936; 1.776; 0.644; 0.724;115; 1.506; 1.845; 4.384; 1.726; 0.742;196; 2.486; 3.315; 2.289; 0.858; 0.777;320; 
Simulation n°691;3.945; 7.396; 0.23; 0.058; 0.46;75; 0.642; 0.746; 0.909; 0.318; 0.701;93; 2.724; 3.779; 1.109; 0.395; 0.734;222; 1.41; 1.798; 4.457; 1.709; 0.722;306; 
Simulation n°692;1.144; 1.43; 0.515; 0.155; 0.609;50; 2.391; 3.647; 1.097; 0.411; 0.755;122; 1.317; 1.753; 2.75; 1.203; 0.836;213; 2.542; 3.474; 3.494; 1.398; 0.82;328; 
Simulation n°693;0.203; 0.172; 0.426; 0.085; 0.432;34; 2.508; 3.354; 3.768; 1.46; 0.759;107; 2.045; 2.786; 4.664; 2.157; 0.943;218; 2.833; 3.895; 0.978; 0.355; 0.732;330; 
Simulation n°694;0.459; 0.597; 0.693; 0.277; 0.79;52; 1.266; 1.677; 2.243; 1.009; 0.819;106; 2.235; 2.668; 2.258; 0.861; 0.769;191; 1.512; 1.871; 3.845; 1.474; 0.768;297; 
Simulation n°695;1.793; 2.466; 0.044; 0.013; 0.591;55; 2.723; 4.323; 1.203; 0.526; 0.885;127; 2.36; 3.185; 1.634; 0.623; 0.793;216; 2.536; 3.361; 2.594; 1.038; 0.837;318; 
Simulation n°696;0.755; 0.981; 1.799; 0.764; 0.699;52; 1.127; 1.422; 0.738; 0.222; 0.652;101; 1.659; 2.24; 1.734; 0.628; 0.732;216; 4.366; 5.985; 2.626; 1.094; 0.793;329; 
Simulation n°697;1.825; 2.327; 0.343; 0.128; 0.76;51; 1.502; 2.047; 5.42; 2.913; 0.946;109; 7.684; 11.285; 2.099; 0.84; 0.797;235; 2.633; 3.455; 2.886; 1.106; 0.781;315; 
